source_file,part_id,dimension_id,nominal_value,unit,measured_feature,tolerance_type,plus,minus,lower_limit,upper_limit,confidence_score,source_page,requires_human_review
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D3,6.35,mm,Reference length/height,missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D4,10.67,mm,Segment length,missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D5,87.0968,inches,Radius,missing,,,,,0.7819999999999999,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D6,427.23,mm,Distance from axis,missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D7,93.0,degrees,Angle from Datum E,missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D8,29.286,mm,Length,missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D9,6.35,mm,Length/Height,bilateral,0.13,0.13,,,0.986,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D10,20.695,mm,Hole diameter,bilateral,0.02,0.02,,,0.986,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D11,1.6,mm,Fillet/Chamfer size,missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D12,0.8,mm,Radius,bilateral,0.39,0.39,,,0.986,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D13,36.83,mm,Diameter,bilateral,0.05,0.05,,,0.986,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D14,0.64,mm,Chamfer length,missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D15,45.0,degrees,Chamfer angle,bilateral,5.0,5.0,,,0.9649999999999999,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D16,0.79,mm,Corner radius (all around),missing,,,,,0.75225,6,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D17,414.934,mm,Distance from Axis A,bilateral,0.13,0.13,,,0.986,6,False
Data\5377630-01-Front_case.pdf,5377630,D1,30.0,degrees,angle,missing,,,,,0.7819999999999999,8,False
Data\5377630-01-Front_case.pdf,5377630,D2,90.13,mm,reference length,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D3,75.04,mm,length,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D4,1.57,mm,radius,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D5,3.18,mm,radius,missing,,,,,0.7224999999999999,8,False
Data\5377630-01-Front_case.pdf,5377630,D6,845.91,mm,reference diameter,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D7,846.16,mm,reference diameter,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D8,847.49,mm,reference diameter,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D9,846.63,mm,reference diameter,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D10,423.315,mm,radius (8 places),bilateral,0.1,0.1,,,0.9649999999999999,8,False
Data\5377630-01-Front_case.pdf,5377630,D11,463.315,mm,radius,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D12,40.0,mm,radius,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D13,1.752,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D14,42.397,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D15,77.236,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D16,131.139,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D17,179.139,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D18,227.139,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D19,288.849,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D20,321.107,degrees,angular position HD,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D21,21.483,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D22,62.128,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D23,96.967,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D24,150.87,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D25,198.87,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D26,246.871,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D27,288.579,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630,D28,340.838,degrees,angular position HE,missing,,,,,0.75225,8,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D1,72.5,mm,Overall length reference,missing,,,,,0.79985,9,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D2,21.0,mm,Section width reference,missing,,,,,0.79985,9,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D3,56.0,mm,Section length reference,missing,,,,,0.79985,9,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D4,72.5,mm,Overall maximum length/width,limit,,,,72.5,0.414,9,True
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D5,21.0,mm,Maximum width,limit,,,,21.0,0.414,9,True
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D6,56.0,mm,Minimum length/width,limit,,,56.0,,0.414,9,True
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D7,16.5,mm,Internal feature width reference,missing,,,,,0.79985,9,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D8,11.0,mm,Internal feature width reference,missing,,,,,0.79985,9,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D9,10.0,mm,Minimum feature width,limit,,,10.0,,0.414,9,True
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D10,37.0,mm,Internal feature length reference,missing,,,,,0.79985,9,False
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D11,7.0,mm,Minimum feature length,limit,,,7.0,,0.414,9,True
Data\5377630-01-Front_case.pdf,5377630-01-Front_case,D12,44.0,mm,Overall maximum length/width,limit,,,,44.0,0.414,9,True
Data\5377631-01-Rare_case.pdf,5377631-01,D1,6.95,mm,linear dimension,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D2,171.425,mm,linear dimension,bilateral,0.1,0.1,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D3,3.96,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D4,4.78,mm,linear dimension,bilateral,0.2,0.2,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D5,3.18,mm,radius,bilateral,0.4,0.4,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D6,16.66,mm,linear dimension,bilateral,0.2,0.2,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D7,887.23,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D8,826.75,mm,average diameter,bilateral,0.05,0.05,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D9,827.741,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D10,88.54,mm,linear dimension,bilateral,0.1,0.1,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D11,812.5,mm,average diameter,bilateral,0.05,0.05,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D12,824.961,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D13,805.314,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D14,813.045,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D15,76.5,mm,linear dimension,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D16,6.35,mm,linear dimension,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D17,6.1,mm,linear dimension,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D18,0.89,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D19,660.88,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D20,653.77,mm,average diameter,bilateral,0.05,0.05,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D21,33.619,mm,linear dimension,bilateral,0.002,0.002,,,0.9299999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D22,810.5,mm,diameter,bilateral,0.1,0.1,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D23,792.226,mm,average diameter,bilateral,0.05,0.05,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D24,31.19,mm,linear dimension,bilateral,0.002,0.002,,,0.9299999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D25,5.21,mm,linear dimension,bilateral,0.2,0.2,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D26,0.54,mm,linear dimension,bilateral,0.05,0.05,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D27,0.79,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D28,66.76,mm,linear dimension from D,bilateral,0.5,0.5,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D29,3.73,mm,linear dimension,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D30,821.54,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D31,820.26,mm,average diameter,bilateral,0.05,0.05,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D32,83.9404,mm,linear dimension from C,bilateral,0.5,0.5,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D33,76.5,mm,reference linear dimension from C,missing,,,,,0.75225,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D34,5.0,mm,full radius,missing,,,,,0.75225,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D35,0.79,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D36,3.18,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D37,3.43,mm,linear dimension,bilateral,0.08,0.08,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D38,14.66,mm,linear dimension,missing,,,,,0.7224999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D39,828.78,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D40,819.278,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D41,2.16,mm,chamfer linear dimension,missing,,,,,0.69275,2,True
Data\5377631-01-Rare_case.pdf,5377631-01,D42,1.02,mm,chamfer linear dimension,missing,,,,,0.69275,2,True
Data\5377631-01-Rare_case.pdf,5377631-01,D43,0.04,mm,chamfer linear dimension,missing,,,,,0.6332499999999999,2,True
Data\5377631-01-Rare_case.pdf,5377631-01,D44,45.0,degrees,chamfer angle,bilateral,5.0,5.0,,,0.9299999999999999,2,False
Data\5377631-01-Rare_case.pdf,5377631-01,D1,0.51,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D2,7.75,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D3,6.49,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D4,6.526,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D5,7.257,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D6,6.995,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D7,776.974,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D8,777.21,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D9,775.45,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D10,83.78,mm,length,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D11,14.35,mm,length,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D12_L,1.27,mm,chamfer length,missing,,,,,0.69275,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D12_A,45.0,degrees,chamfer angle,missing,,,,,0.69275,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D13,0.78,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D14,2.0,mm,length,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D15,4.0,mm,reference radius,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D16,810.58,mm,reference diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D17,9.15,mm,length,bilateral,0.05,0.05,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D18,3.18,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D19,792.1,mm,diameter,bilateral,0.05,0.05,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D20,2.01,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D21,784.32,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D22,785.111,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D23,13.7,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D24,5.37,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D25,6.35,mm,radius,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D26,780.412,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D27,7.35,mm,length,bilateral,0.5,0.5,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D28,5.38,mm,length,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D29,42.939,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D30,21.21,mm,distance from datum C,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D31,18.27,mm,distance from datum C,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D32,14.76,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D33,13.85,mm,distance from datum C,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D34,3.849,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D35,6.9,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D36,782.34,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D37,781.932,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D38,780.41,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D39,3.0,mm,max thickness,limit,,,,,0.3825,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D40,34.95,mm,reference length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D41,20.2,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D42,5.84,mm,length,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D43,0.23,mm,dimension range,limit,,,,,0.3825,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D44,0.89,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D45,0.035,mm,dimension range,limit,,,,,0.3825,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D46_L,1.02,mm,chamfer length,missing,,,,,0.69275,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D46_A,45.0,degrees,chamfer angle,missing,,,,,0.69275,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D47_L,0.04,mm,chamfer length,bilateral,0.01,0.01,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D47_A,45.0,degrees,chamfer angle,bilateral,5.0,5.0,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D48,1.27,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D49,40.0,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D50,3.04,mm,length,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D51,1.9,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D52,5.0,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D53,4.0,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D54,2.44,mm,length,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D55,0.66,mm,radius,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D56,1.6,µm,surface finish,missing,,,,,0.6332499999999999,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D57,778.92,mm,diameter,bilateral,0.13,0.13,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D58,21.18,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D59,14.0,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D60,16.113,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D61,770.07,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D62,768.006,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D63,24.89,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D64,32.21,mm,length,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D65,767.612,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D66,771.282,mm,diameter,bilateral,0.08,0.08,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D67,90.385,mm,length,bilateral,0.005,0.005,,,0.9649999999999999,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D68,80.0,mm,radius,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D69,14.0,degrees,angle,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D70,770.872,mm,diameter,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D71,19.57,mm,distance from datum C,missing,,,,,0.75225,3,False
Data\5377631-01-Rare_case.pdf,5377631-01,D72,0.2,mm,max dimension,limit,,,,,0.3825,3,True
Data\5377631-01-Rare_case.pdf,5377631-01,D73,44.939,mm,max distance from surface CC,limit,,,,,0.3825,3,True
Data\5377631-01-Rare_case.pdf,5377631-02,D1,0.01,inch,anodize film thickness,limit,,,0.005,0.015,0.9299999999999999,1,False
Data\5377631-01-Rare_case.pdf,drawing specific,D2,806.49,mm,Clearance Envelope Diameter,limit,,,792.31,820.67,0.9649999999999999,1,False
Data\5377631-01-Rare_case.pdf,drawing specific,D3,0.0,mm,all linear dimensions,bilateral,0.25,0.25,,,0.4105,1,True
Data\5377631-01-Rare_case.pdf,drawing specific,D4,0.0,degree,all angular dimensions,bilateral,2.0,2.0,,,0.4105,1,True
Data\5377631-01-Rare_case.pdf,drawing specific,D5,0.3,mm,sharp edge break,limit,,,0.1,0.5,0.9789999999999999,1,False
Data\5377631-01-Rare_case.pdf,drawing specific,D6,0.4,mm,corner radius,limit,,,0.3,0.5,0.9789999999999999,1,False
Data\5377631-01-Rare_case.pdf,5377631-01,D1,0.35,inch,Offset distance,missing,,,,,0.7819999999999999,4,False
